Age,Occupation,Annual_Income,Monthly_Inhand_Salary,Num_Bank_Accounts,Num_Credit_Card,Interest_Rate,Num_of_Loan,Type_of_Loan,Delay_from_due_date,Num_of_Delayed_Payment,Changed_Credit_Limit,Num_Credit_Inquiries,Credit_Mix,Outstanding_Debt,Credit_Utilization_Ratio,Credit_History_Age,Payment_of_Min_Amount,Total_EMI_per_month,Amount_invested_monthly,Payment_Behaviour,Monthly_Balance,Credit_Score
25,14,23613.43,2202.785833333333,6,7,6,3,82,12,10.0,16.35,4.0,2,428.67,37.00171333539504,20,0,46.7383065427455,141.552675204028,6,301.9876015865599,2
25,14,23613.43,2202.785833333333,6,7,6,3,82,12,11.0,9.35,4.0,2,428.67,37.68791119320296,20,0,46.7383065427455,184.55434927809392,3,258.985927512494,2
40,11,68110.83,5469.9025,5,7,9,3,1025,23,15.0,19.13,1.0,2,147.77,34.39472678582593,24,2,102.6910617874959,138.1422091443541,0,546.1569790681501,2
40,11,68110.83,5469.9025,5,7,9,3,1025,23,14.0,19.13,1.0,3,147.77,25.209840919423577,24,2,102.6910617874959,371.6330738080412,4,352.6661144044629,2
40,11,68110.83,5469.9025,5,7,9,3,1025,23,14.0,19.13,1.0,2,147.77,32.261658082382645,24,2,102.6910617874959,290.7253106475518,5,443.57387756495245,1
40,11,68110.83,5469.9025,5,7,9,3,1025,23,14.0,19.13,1.0,2,147.77,32.226837764729446,24,2,102.6910617874959,61.9981261309723,0,622.3010620815319,1
40,11,68110.83,5469.9025,5,7,9,3,1025,23,15.0,19.13,1.0,2,147.77,30.46060100116867,24,2,102.6910617874959,170.04521265602932,4,554.2539755564749,1
40,11,68110.83,5469.9025,5,7,9,3,1025,21,14.0,19.13,1.0,3,147.77,32.14500578654974,24,2,102.6910617874959,175.62163827334325,1,518.6775499391608,2
44,5,16053.86,1196.8216666666667,8,6,24,5,2333,29,13.0,7.83,8.0,0,2107.76,24.73330606616566,8,2,44.86029054336601,66.09721029186807,5,298.7246658314326,1
35,12,58537.38,4688.115,7,5,19,4,1662,19,12.0,15.11,5.0,3,259.63,38.87810423691674,15,1,105.85330620963568,286.18627178542926,5,366.77192200493516,2
36,12,58537.38,4688.115,7,5,19,4,1662,19,12.0,11.11,5.0,2,259.63,35.963902999088184,16,1,105.85330620963568,86.4323186861232,0,516.5258751042411,0
36,12,58537.38,4688.115,7,5,19,4,1662,19,13.0,11.11,5.0,2,259.63,28.920065007409374,16,1,105.85330620963568,186.8880914960221,1,426.07010229434235,0
50,3,24667.16,2284.596666666667,8,6,16,3,667,6,15.0,15.93,4.0,3,722.02,24.73589235484121,11,2,49.23739807081449,57.88252734300461,2,381.3397412528476,2
50,3,24667.16,2284.596666666667,8,6,16,3,667,10,13.0,19.93,5.0,2,722.02,25.956599835182608,11,2,49.23739807081449,81.13315801082024,1,348.08911058503196,2
50,3,24667.16,2284.596666666667,8,6,16,3,667,8,15.0,19.93,5.0,2,722.02,27.60799240556055,11,2,49.23739807081449,67.56518867038167,1,361.6570799254705,2
50,3,24667.16,2284.596666666667,8,6,16,3,667,10,15.0,19.93,5.0,2,722.02,38.26202195857579,11,2,49.23739807081449,128.30104697308244,3,320.92122162276974,1
40,9,9767.32,872.9433333333333,5,7,3,1,1321,16,19.0,2.47,3.0,1,327.25,32.23509630507527,34,0,7.867825937727766,91.4676114435607,5,277.9588959520449,0
40,9,9767.32,872.9433333333333,5,7,3,1,1321,20,20.0,2.47,4.0,1,327.25,31.0792432310098,7,1,7.867825937727766,70.19082375603091,5,299.23568363957463,2
18,7,53181.21,4636.7675,5,5,8,3,1495,11,17.0,20.38,4.0,2,1942.0,27.927223186746744,33,2,84.02175113249713,212.27110247055506,2,427.38389639694776,2
18,7,53181.21,4636.7675,5,5,8,3,1495,13,16.0,19.38,4.0,2,1942.0,31.77290224429504,33,2,84.02175113249713,183.26090834093984,1,446.3940905265631,2
18,7,53181.21,4636.7675,5,5,8,3,1495,13,19.0,21.38,4.0,2,1942.0,27.901168724968944,2,2,84.02175113249713,381.95993529996065,6,287.6950635675423,2
22,3,23195.18,1768.9316666666666,8,6,14,5,627,4,11.0,14.52,6.0,2,458.8,39.01868742961911,8,2,53.429503407349046,119.2147247383895,3,274.24893852092805,2
22,15,23195.18,1768.9316666666666,8,6,14,5,627,6,10.0,14.52,6.0,3,458.8,32.60960409142568,8,2,53.429503407349046,155.66402983181231,3,237.7996334275053,2
22,3,23195.18,1768.9316666666666,8,6,14,5,627,6,11.0,14.52,6.0,2,458.8,34.93177438917539,8,2,53.429503407349046,213.66481185749458,5,199.79885140182301,2
22,3,23195.18,1768.9316666666666,8,6,14,5,627,4,12.0,14.52,8.0,2,458.8,28.19275252577029,8,2,53.429503407349046,91.86051942977032,2,291.6031438295473,2
22,3,23195.18,1768.9316666666666,8,6,14,5,627,6,8.0,14.52,8.0,2,458.8,33.450458736231106,8,2,53.429503407349046,40.04994715649853,0,323.41371610281914,2
46,6,115827.92,9459.326666666666,7,6,17,2,802,14,8.0,4.33,3.0,2,291.71,35.443442488018874,9,1,141.92313260895574,280.30890339315727,1,773.7006306645537,2
47,6,115827.92,9459.326666666666,7,6,17,2,802,14,8.0,4.33,3.0,2,291.71,36.87938422475239,9,1,141.92313260895574,314.27674365156844,1,739.7327904061424,0
47,6,115827.92,9459.326666666666,7,6,17,2,802,14,11.0,4.33,3.0,3,291.71,30.40662032185308,9,1,141.92313260895574,728.0920631977167,3,345.9174708599942,0
33,15,12025.84,961.1533333333332,7,5,17,2,2093,7,10.0,9.72,3.0,2,1188.36,30.91036836654282,20,2,18.2471612871006,70.46296303360562,6,297.40520901262715,2
33,12,12025.84,961.1533333333332,7,5,17,2,2093,9,10.0,6.7200000000000015,6.0,2,1188.36,31.82051444632612,20,2,18.2471612871006,66.25001248457696,5,301.61815956165583,2
34,5,20516.18,1766.6816666666666,5,7,17,4,1629,8,14.0,8.76,1.0,2,232.52,34.33247788067725,10,1,56.37071107419772,38.66761446620705,0,321.62984112626185,2
34,5,20516.18,1766.6816666666666,5,7,17,4,1629,8,17.0,8.76,1.0,2,232.52,27.04902503141132,10,1,56.37071107419772,149.83528215658532,5,260.46217343588364,2
35,5,20516.18,1766.6816666666666,5,7,17,4,1629,8,14.0,8.76,1.0,2,232.52,31.83718331684272,10,1,56.37071107419772,64.45319294175546,6,305.8442626507135,0
21,6,103968.38999999998,8612.0325,3,7,6,1,1847,9,8.0,4.37,3.0,1,1234.59,37.26265101612151,9,1,73.63741342979709,202.89925949030282,2,844.6665770799001,1
21,6,103968.38999999998,8612.0325,3,7,6,1,1847,9,9.0,4.37,3.0,1,1234.59,26.326126963738023,9,1,73.63741342979709,505.0534281680395,4,562.5124084021634,2
27,14,20373.24,1845.77,4,6,21,2,539,16,12.0,11.22,6.0,2,1517.43,32.87532314515498,10,2,21.476498190130105,248.316622286884,5,204.78387952298598,2
27,15,20373.24,1845.77,4,6,21,2,539,16,9.0,11.22,8.0,2,1517.43,32.32880750833476,10,2,21.476498190130105,68.5737175719585,1,344.52678423791144,2
27,15,20373.24,1845.77,4,6,21,2,539,19,9.0,11.22,8.0,2,1517.43,36.44964396815661,11,2,21.476498190130105,117.11653951226221,5,335.98396229760766,1
28,15,20377.7,1659.1416666666669,6,5,15,2,2352,21,18.0,10.14,6.0,2,1490.65,30.052240015239164,2,2,29.92158094492277,155.94968169513584,5,270.0429040266081,1
28,13,20377.7,1659.1416666666669,6,5,15,2,2352,21,17.0,10.14,6.0,2,1490.65,25.498827232931397,2,2,29.92158094492277,115.4713384428593,4,300.52124727888463,1
28,13,20377.7,1659.1416666666669,6,5,15,2,2352,21,18.0,11.14,6.0,2,1490.65,28.97956633512064,2,2,29.92158094492277,115.16388121401852,3,290.82870450772543,1
19,15,73842.33,5927.5275,4,5,5,3,1046,30,19.0,2.83,1.0,2,344.09,28.841339951726223,10,1,112.5848146399717,190.27252144065415,6,539.8954139193742,2
20,5,73842.33,5927.5275,4,5,5,3,1046,30,15.0,5.83,4.0,2,344.09,25.809564709003983,10,1,112.5848146399717,224.4724313680373,1,505.69550399199096,2
20,15,73842.33,5927.5275,4,5,5,3,1046,32,18.0,5.83,4.0,2,344.09,29.67792577325903,11,1,112.5848146399717,44.082731479834436,0,676.0852038801938,2
20,5,73842.33,5927.5275,4,5,5,3,1046,30,18.0,5.83,4.0,2,344.09,26.67599129100555,11,1,112.5848146399717,347.2253546265464,3,402.942580733482,2
20,5,73842.33,5927.5275,4,5,5,3,1046,27,18.0,5.83,4.0,2,344.09,37.59178969904829,11,1,112.5848146399717,210.45036110498575,1,519.7175742550427,2
40,14,20081.52,1454.46,6,6,22,2,798,26,15.0,9.11,12.0,3,2468.95,40.21475417312773,10,2,30.870010876289548,98.07680853740992,5,306.4991805863005,1
40,14,20081.52,1454.46,6,6,22,2,798,26,15.0,9.11,12.0,3,2468.95,26.94954251858661,10,0,30.870010876289548,101.19053245167964,3,283.38545667203084,1
34,3,110721.66,9259.805,3,7,15,4,436,13,14.0,3.15,4.0,2,281.42,33.7600767593903,18,1,209.24544851015503,244.99103826642562,2,731.7440132234193,2
35,3,110721.66,9259.805,3,7,15,4,436,14,11.0,3.15,6.0,2,281.42,29.70848540309497,19,1,209.24544851015503,409.0962949049092,6,587.6387565849359,2
35,3,110721.66,9259.805,3,7,15,4,436,11,12.0,3.15,6.0,2,281.42,38.5453943823924,19,1,209.24544851015503,132.05821821859516,0,824.67683327125,2
35,3,110721.66,9259.805,3,7,15,4,436,14,12.0,3.15,6.0,2,281.42,32.11871319454168,19,0,209.24544851015503,312.3116580323785,1,654.4233934574665,0
35,3,110721.66,9259.805,3,7,15,4,436,14,13.0,3.15,6.0,3,281.42,28.620300272761828,19,1,209.24544851015503,131.5562784570291,1,835.178773032816,0
34,12,27156.59,2160.0491666666667,6,4,7,3,1310,12,22.0,7.75,2.0,3,787.21,37.69263249921799,8,1,64.97075972011929,85.49718868921707,1,315.5369682573304,2
34,14,56643.04,4479.253333333333,6,5,8,2,1320,10,9.0,11.27,3.0,2,1254.91,24.345194336355465,17,1,76.55115343481536,49.267312628177116,1,572.1068672703409,2
23,9,64249.44,5428.12,7,7,24,7,10,23,14.0,11.78,11.0,3,1450.31,37.278255251222895,5,2,229.4802377164356,89.59768890515335,0,463.7340733784111,1
24,9,64249.44,5428.12,7,7,24,7,10,28,13.0,11.78,11.0,3,1450.31,26.38995777622993,6,2,229.4802377164356,368.1144731515905,2,205.21728913197396,2
24,9,64249.44,5428.12,7,7,24,7,10,33,10.0,11.78,11.0,2,1450.31,34.766919255460074,6,2,229.4802377164356,49.769577016253365,0,503.5621852673111,1
22,11,15680.0,1571.666666666667,7,9,16,4,32,40,16.0,8.55,11.0,0,1823.34,33.403882561635214,9,0,27.05276429494604,184.73935619445237,5,235.3745461772683,1
22,11,15680.0,1571.666666666667,7,9,16,4,32,40,16.0,11.55,11.0,0,1823.34,25.35706812229712,9,2,27.05276429494604,121.89503466283716,5,298.2188677088835,1
23,11,15680.0,1571.666666666667,7,9,16,4,32,40,16.0,8.55,11.0,0,1823.34,36.05704556150824,34,2,27.05276429494604,63.619008981487866,5,356.49489339023285,2
32,6,34153.67,2702.1391666666664,6,7,17,2,2091,19,14.0,6.94,4.0,2,226.31,30.75779249930835,34,0,50.052619019361934,158.64964336165113,2,321.51165428565355,0
40,5,74499.6,5910.3,6,5,7,4,2201,10,17.0,8.04,8.0,2,235.27,34.84129315943535,11,2,171.1457122502194,103.76358935599352,1,566.1206983937873,2
40,5,74499.6,5910.3,6,5,7,4,2201,10,15.0,9.04,8.0,2,235.27,29.84975279792423,11,2,171.1457122502194,361.40777196746353,6,338.4765157823172,2
40,5,74499.6,5910.3,6,5,7,4,2201,10,17.0,10.04,11.0,2,235.27,27.34200900731585,11,2,171.1457122502194,117.93429237020676,0,541.9499953795739,2
17,4,15359.33,1557.944166666667,7,5,13,6,179,20,8.0,13.11,4.0,3,1631.85,29.4092311743382,6,2,54.006092138202746,175.95108035753555,5,215.83724417092841,2
17,4,15359.33,1557.944166666667,7,5,13,6,179,24,10.0,13.11,4.0,2,1631.85,24.86671881643572,6,2,54.006092138202746,117.7331129488116,6,264.0552115796524,2
17,4,15359.33,1557.944166666667,7,5,13,6,179,19,10.0,13.11,4.0,2,1631.85,32.22740409362332,6,2,54.006092138202746,97.74351702519577,5,294.0448075032682,2
17,4,15359.33,1484.3629985146094,7,5,13,6,179,20,8.0,13.11,4.0,3,1631.85,38.52092213510464,6,2,127.58726029025964,144.29923239444574,4,237.48909213401816,2
17,4,15359.33,1484.3629985146094,7,5,13,6,179,25,10.0,13.11,6.0,2,1631.85,28.52920702810998,7,2,127.58726029025964,45.81243864892053,4,335.9758858795434,2
30,1,16154.25,1273.1875,8,8,29,5,268,31,20.0,4.8,10.0,0,1426.76,35.36848490402617,7,2,33.767386483048256,116.13440298517165,3,247.4169605317801,1
30,1,16154.25,1273.1875,8,8,29,5,268,27,20.0,5.8,10.0,0,1426.76,36.847019265450896,34,2,33.767386483048256,70.97272718708524,2,282.57863632986647,1
30,1,16154.25,1273.1875,8,8,29,5,268,26,20.0,4.8,10.0,0,1426.76,31.020759531734253,8,2,33.767386483048256,68.6569227801585,4,304.89444073679334,1
30,1,16154.25,1273.1875,8,8,29,5,268,31,20.0,4.8,10.0,0,1426.76,28.556154519430343,34,0,33.767386483048256,47.677154510982525,5,335.87420900596925,1
45,9,85720.48,6999.373333333332,7,6,16,4,1037,15,15.0,10.31,8.0,2,707.08,33.767425035141905,9,2,171.47714995402183,281.5210204702238,2,506.93916290908766,1
45,9,85720.48,6999.373333333332,7,6,16,4,1037,17,17.0,3.3100000000000005,8.0,2,707.08,31.510443952677413,9,2,171.47714995402183,69.04993728288832,0,699.4102460964232,2
25,15,16497.78,1291.8149999999996,8,6,22,2,260,51,17.0,1.64,6.0,3,2532.71,37.7653421405035,8,2,16.48682869445058,95.34768703407845,4,297.34698427147094,1
42,5,31645.66,2676.1383333333333,4,4,4,2,261,25,14.0,8.6,4.0,1,807.06,31.22380743540013,19,1,34.25754124687306,49.257309042107,1,434.09898304435325,0
42,5,31645.66,2676.1383333333333,4,4,4,2,261,25,14.0,8.6,4.0,1,807.06,32.36823675291468,19,1,34.25754124687306,45.31796928396901,6,438.0383228024913,0
42,5,31645.66,2676.1383333333333,4,4,4,2,261,25,14.0,8.6,4.0,1,807.06,32.93329219706469,19,1,34.25754124687306,256.0243163455799,5,267.3319757408804,0
38,8,41925.32,3694.776666666666,7,7,17,4,1979,38,11.0,12.06,8.0,3,1450.92,31.028929269477548,34,2,112.0784426976962,336.9374186228948,5,210.4618053460757,1
38,8,41925.32,3442.840163187171,7,7,17,4,1979,40,15.0,15.06,8.0,3,1450.92,32.904681746324016,10,2,364.0149461771917,66.20115049400654,0,431.1980734749639,2
38,8,41925.32,3442.840163187171,7,7,17,4,1979,43,12.0,18.06,8.0,2,1450.92,30.947995141423675,11,2,364.0149461771917,150.4560159752025,2,366.943207993768,1
30,9,84374.12,7204.176666666666,8,7,9,3,1406,8,12.0,10.17,2.0,2,1000.76,32.6580762901689,14,0,145.23172617633708,161.9354212811589,2,673.2505192091706,2
30,9,84374.12,7204.176666666666,8,7,9,3,1406,8,11.0,10.17,2.0,2,1000.76,33.5461950916677,15,2,145.23172617633708,107.33059337788015,1,717.8553471124493,2
45,1,22032.74,2079.0616666666665,7,6,18,3,1491,25,18.0,17.65,3.0,2,355.4,30.655566125983675,11,2,45.83656655459549,182.77072729949526,3,249.29887281257584,2
45,1,22032.74,2079.0616666666665,7,6,18,3,1491,28,17.0,12.65,3.0,3,355.4,35.80218912280289,34,0,45.83656655459549,45.677763806773385,1,366.3918363052978,2
45,1,22032.74,2079.0616666666665,7,6,18,3,1491,25,17.0,12.65,3.0,2,355.4,33.40081516128906,11,2,45.83656655459549,75.31615011774925,3,356.7534499943219,2
46,1,22032.74,2079.0616666666665,7,6,18,3,1491,20,17.0,12.65,3.0,2,355.4,29.13826228128636,13,2,45.83656655459549,91.49910785541456,3,340.5704922566566,2
41,14,47899.86,3852.655,3,5,23,4,937,9,13.0,19.59,11.0,2,2359.68,34.42928365796895,3,2,137.97591889523923,165.4284580752296,2,341.8611230295312,1
42,14,47899.86,3852.655,3,5,23,4,937,13,11.0,21.59,11.0,3,2359.68,29.793797974511676,3,2,137.97591889523923,266.5281990089471,5,270.7613820958137,1
42,14,47899.86,3852.655,3,5,23,4,937,9,11.0,19.59,11.0,2,2359.68,25.064681727623142,4,2,137.97591889523923,238.86684752977303,2,268.42273357498783,2
42,15,47899.86,3852.655,3,5,23,4,937,13,12.0,19.59,11.0,3,2359.68,28.961938241215357,4,2,137.97591889523923,328.58499139414397,5,208.70458971061683,1
42,14,47899.86,3852.655,3,5,23,4,937,9,13.0,19.59,11.0,2,2359.68,33.93184921498941,4,2,137.97591889523923,140.81059234182612,1,356.4789887629347,1
42,14,47899.86,3852.655,3,5,23,4,937,13,12.0,19.59,11.0,3,2359.68,24.26721611564464,4,2,137.97591889523923,157.38862638896478,1,339.90095471579605,1
42,14,47899.86,3852.655,3,5,23,4,937,13,12.0,19.59,11.0,2,2359.68,33.96777017164187,4,2,137.97591889523923,76.04287516212898,1,421.2467059426318,1
29,7,20334.43,1541.5358333333334,5,6,21,3,2011,27,11.0,17.79,12.0,3,2400.74,39.004726399472005,11,2,45.71172081515636,56.42366927171774,5,342.01819324645925,1
29,7,20334.43,1541.5358333333334,5,6,21,3,2011,22,14.0,17.79,12.0,3,2400.74,30.742224812261924,11,2,45.71172081515636,192.8979019197695,6,205.54396059840752,1
29,7,20334.43,1541.5358333333334,5,6,21,3,2011,22,12.0,15.79,12.0,2,2400.74,24.247520142349988,11,2,45.71172081515636,91.2580173937725,4,297.1838451244045,1
29,7,20334.43,1541.5358333333334,5,6,21,3,2011,25,14.0,17.79,12.0,3,2400.74,27.44285785552656,11,2,45.71172081515636,176.75599197007034,5,221.6858705481066,2
29,7,20334.43,1541.5358333333334,5,6,21,3,2011,22,14.0,17.79,12.0,2,2400.74,39.61821440432658,11,2,45.71172081515636,123.00565876015457,5,275.43620375802243,1
31,3,33409.33,2529.1108333333336,4,7,5,3,1135,6,10.0,9.83,2.0,3,812.01,40.13667000452075,13,2,46.129408623488615,49.176090504495384,0,397.6055842053494,2
31,3,33409.33,2529.1108333333336,4,7,5,3,1135,5,11.0,9.83,5.0,2,812.01,38.302254167795866,13,2,46.129408623488615,107.38123540763183,3,369.40043930221293,1
31,3,33409.33,2529.1108333333336,4,7,5,3,1135,5,12.0,4.83,5.0,2,812.01,35.18891897632851,13,2,46.129408623488615,144.31949015208818,5,352.46218455775664,1
31,3,33409.33,2529.1108333333336,4,7,5,3,1135,5,12.0,5.83,5.0,3,812.01,29.745298087753916,13,2,46.129408623488615,104.2027180777338,1,352.5789566321109,1
31,3,33409.33,2529.1108333333336,4,7,5,3,1135,4,12.0,9.83,5.0,2,812.01,38.41702017675685,13,2,46.129408623488615,195.29867381148992,5,301.4830008983548,1
52,5,100058.19,8529.1825,7,5,5,4,1062,19,18.0,11.45,1.0,3,1109.15,30.789203063796123,7,2,320.7675610736531,125.93363162689468,1,656.2170572994523,2
52,5,100058.19,8529.1825,7,5,5,4,1062,19,18.0,11.45,6.0,2,1109.15,39.27713275152115,7,2,320.7675610736531,436.5866054705357,2,355.56408345581144,2
52,5,100058.19,8529.1825,7,5,5,4,1062,19,18.0,11.45,6.0,2,1109.15,31.73016906120772,8,2,320.7675610736531,411.3172009271157,2,380.8334879992314,0
52,5,100058.19,8529.1825,7,5,5,4,1062,14,15.0,11.45,6.0,3,1109.15,32.462726042535984,8,2,320.7675610736531,163.31495372890637,6,618.8357351974407,2
27,11,22332.29,1977.0241666666668,6,7,14,3,1080,27,6.0,10.29,2.0,2,716.83,38.353578670865566,20,1,34.53849859746837,44.69495742325072,1,368.4689606459477,0
27,12,43452.15,3864.0125,3,6,7,5,2264,30,9.0,4.4,6.0,2,859.42,25.76870870572296,33,2,155.26013657218263,73.98918161644569,2,417.1519318113717,2
27,12,43452.15,3864.0125,3,6,7,5,2264,29,9.0,10.4,6.0,2,859.42,32.436971879150946,34,2,155.26013657218263,108.4797161750049,1,372.6613972528123,2
27,15,43452.15,3864.0125,3,6,7,5,2264,30,9.0,10.4,6.0,2,859.42,36.7509816970658,33,2,155.26013657218263,174.4116135818236,2,316.72949984599376,2
27,12,43452.15,3864.0125,3,6,7,5,2264,30,6.0,10.4,6.0,2,859.42,35.302972208536346,2,2,155.26013657218263,33.96659747313761,0,437.1745159546797,2
27,12,43452.15,3864.0125,3,6,7,5,2264,30,9.0,10.4,11.0,2,859.42,27.1476276970499,2,2,155.26013657218263,141.07127788674848,1,340.06983554106887,2
27,12,43452.15,3864.0125,3,6,7,5,2264,30,9.0,10.4,11.0,2,859.42,28.63181641196341,2,2,155.26013657218263,247.29390866924697,3,253.84720475857037,2
33,15,86763.16,7138.263333333332,4,5,9,6,2242,17,13.0,15.87,8.0,2,959.9,35.668506995466245,32,2,324.06493905603764,89.64925720053533,0,540.1121370767605,2
33,15,86763.16,7138.263333333332,4,5,9,6,2242,17,13.0,13.87,8.0,3,959.9,25.68742717266583,32,0,324.06493905603764,222.840221436918,1,416.9211728403777,2
33,8,86763.16,7138.263333333332,4,5,9,6,2242,18,12.0,15.87,10.0,3,959.9,29.659885592161533,32,2,324.06493905603764,78.31938191389098,1,561.4420123634048,1
34,8,86763.16,7138.263333333332,4,5,9,6,2242,17,13.0,15.87,10.0,2,959.9,24.53999516539763,33,2,324.06493905603764,54.05323398633402,0,575.7081602909618,1
26,5,29901.97,2462.830833333333,3,4,7,2,798,19,9.0,6.07,1.0,1,319.85,30.963780520046164,14,0,42.43430890767929,143.98386701495397,2,319.8649074107001,2
28,13,55916.52,4597.71,8,7,5,4,128,18,16.0,7.23,2.0,2,1069.61,24.64716255888586,19,0,103.0663890283302,141.39877434119566,1,465.3058366304741,2
28,13,55916.52,4597.71,8,7,5,4,128,18,14.0,2.23,2.0,2,1069.61,37.563451271909145,19,0,103.0663890283302,175.28792708210162,4,461.41668388956816,2
28,3,45139.08,3535.59,7,9,19,6,1728,16,21.0,13.16,11.0,0,1419.66,30.78339363741421,34,2,153.446081743519,136.01677049449052,3,334.0961477619905,1
28,3,45139.08,3535.59,7,9,19,6,1728,17,22.0,3.16,11.0,0,1419.66,27.95769888560251,6,0,153.446081743519,35.86069737060244,0,404.2522208858786,2
19,13,16644.37,1677.030833333333,6,7,28,2,1054,49,23.0,7.16,10.0,0,1415.11,32.518542838669696,10,2,16.248296899673893,76.094939116094,2,335.35984731756537,1
49,11,29365.12,2524.093333333333,5,5,12,1,805,14,14.0,7.04,4.0,1,463.57,33.77787747134847,18,1,21.52158418849424,103.21062492647405,1,377.6771242183651,0
49,11,29365.12,2524.093333333333,5,5,12,1,805,11,11.0,7.04,4.0,1,463.57,25.78871666043397,19,1,21.52158418849424,284.2691853975901,5,236.61856374724903,0
41,6,19620.3,1866.025,3,5,14,3,1519,19,11.0,10.45,4.0,2,168.0,25.480515747068228,9,2,36.97127884273296,98.06944420062284,2,311.56177695664417,2
41,6,19620.3,1866.025,3,5,14,3,1519,21,8.0,10.45,4.0,2,168.0,34.74533864719181,9,2,36.97127884273296,51.54605971713831,1,348.0851614401288,2
20,15,19267.17,1531.5975,6,5,26,6,932,13,12.0,15.71,12.0,2,1732.19,39.91698461854543,5,2,77.6309366382346,47.873508545536005,3,297.6553048162294,1
20,9,19267.17,1531.5975,6,5,26,6,932,13,15.0,12.71,12.0,3,1732.19,31.878112774119007,5,2,77.6309366382346,125.21642235567782,6,240.3123910060876,1
20,9,19267.17,1531.5975,6,5,26,6,932,13,12.0,15.71,12.0,2,1732.19,36.33434958570436,34,2,77.6309366382346,90.57194723311785,3,254.95686612864756,1
20,9,19267.17,1531.5975,6,5,26,6,932,17,12.0,15.71,12.0,2,1732.19,35.51633514172028,5,2,77.6309366382346,189.37215635818183,5,176.15665700358358,1
36,2,10987.935,1103.66125,4,4,3,4,495,4,8.0,2.68,2.0,1,1384.32,26.46824502853672,25,0,25.157286318354235,136.8155125735909,6,238.39332610805488,0
36,2,10987.935,1103.66125,4,4,3,4,495,7,8.0,9.68,2.0,1,1384.32,27.8717198880545,25,1,25.157286318354235,83.34456451340267,6,291.8642741682431,0
36,2,10987.935,1103.66125,4,4,3,4,495,7,8.0,9.68,6.0,1,1384.32,32.53867547506904,26,0,25.157286318354235,34.477008499178865,3,320.73183018246687,0
25,2,57765.42,4618.785,3,6,13,3,667,28,13.0,8.47,4.0,2,1276.72,36.72046348706226,4,2,124.5485846977198,195.51660184970282,4,421.81331345257735,2
26,2,57765.42,4618.785,3,6,13,3,667,28,10.0,15.47,4.0,3,1276.72,36.499293113755606,4,2,124.5485846977198,291.4044576378284,5,335.92545766445187,2
26,2,57765.42,4618.785,3,6,13,3,667,28,13.0,8.47,5.0,2,1276.72,38.54130603728903,34,2,124.5485846977198,146.16565729134115,1,441.1642580109391,2
26,2,57765.42,4618.785,3,6,13,3,667,28,13.0,12.47,5.0,2,1276.72,25.78626129842356,5,2,124.5485846977198,241.80787567448985,5,385.5220396277904,2
33,2,91308.16,7781.013333333332,3,7,17,3,1833,15,12.0,13.28,4.0,2,1382.62,38.18894966479824,26,2,217.261482818064,50.8571693035462,0,749.9826812117232,2
34,2,91308.16,7781.013333333332,3,7,17,3,1833,15,12.0,13.28,4.0,2,1382.62,35.20321068438342,27,0,217.261482818064,84.6202783492481,1,726.2195721660214,0
34,2,91308.16,7781.013333333332,3,7,17,3,1833,15,12.0,11.28,5.0,2,1382.62,30.471592304261407,27,2,217.261482818064,317.95267866537733,4,522.8871718498922,0
34,2,91308.16,7781.013333333332,3,7,17,3,1833,15,9.0,13.28,5.0,2,1382.62,31.396246310420075,27,2,217.261482818064,244.7271605372748,1,566.1126899779948,0
26,13,74268.2,6186.016666666666,5,5,15,2,2088,16,19.0,8.5,6.0,2,1764.61,27.14200622014624,5,2,77.65119482619478,640.4202424953455,5,190.53022934512643,2
27,13,74268.2,6186.016666666666,5,5,15,2,2088,16,19.0,13.5,6.0,3,1764.61,27.971753006436664,5,2,77.65119482619478,559.322098789396,4,261.62837305107587,0
27,13,74268.2,6186.016666666666,5,5,15,2,2088,16,20.0,7.5,11.0,2,1764.61,33.984213117610715,6,2,77.65119482619478,213.74059560085308,4,607.2098762396188,0
28,12,34107.42,3000.285,8,5,17,2,1315,17,15.0,10.55,7.0,2,884.77,37.57151410842649,8,2,44.53855484382924,58.596010831336706,0,436.89393432483405,2
29,12,34107.42,3000.285,8,5,17,2,1315,15,15.0,10.55,7.0,2,884.77,38.6119074802144,8,2,44.53855484382924,102.57013427415865,5,442.9198108820122,1
29,12,34107.42,3000.285,8,5,17,2,1315,15,18.0,13.55,7.0,2,884.77,28.83533703906344,9,2,44.53855484382924,128.73597316529086,2,386.7539719908799,1
29,12,34107.42,3000.285,8,5,17,2,1315,15,15.0,10.55,7.0,2,884.77,35.065832379657174,9,2,44.53855484382924,48.53566846279247,0,446.9542766933783,2
24,12,25138.62,1908.885,8,4,8,3,1408,23,12.0,6.05,2.0,1,329.82,36.38918736387706,20,1,39.758206107245606,194.20002400461,5,246.93026988814438,0
24,12,25138.62,1908.885,8,4,8,3,1408,27,11.0,6.05,2.0,1,329.82,33.7743233751249,20,1,39.758206107245606,48.131492466805774,1,352.9988014259486,0
24,12,25138.62,1908.885,8,4,8,3,1408,23,15.0,6.05,2.0,1,329.82,39.54503211145432,20,1,39.758206107245606,142.4071290959944,4,288.72316479676005,0
27,9,55229.64,4833.47,5,4,5,4,63,25,14.0,7.42,4.0,2,590.3,37.035481466001656,22,1,124.49582672277086,97.87323851474581,0,500.97793476248336,2
